startup_id,sector,seed_funding_millions,market_score,survived_3yr,year3_revenue_millions
776,AI,0.14,1.38,True,13.27
777,Fintech,0.52,0.96,False,
778,Retail,0.55,-1.59,True,12.91
779,Health,0.12,1.35,True,52.27
780,Games,0.31,0.94,False,
781,Health,0.51,-0.32,True,13.02
782,Retail,0.41,-0.08,False,
783,Health,0.42,1.39,False,
784,AI,1.39,-1.97,False,
785,AI,3.01,0.45,True,4.46
786,AI,0.42,1.09,False,
787,Retail,0.19,-0.09,False,
788,Games,0.45,0.65,True,3.75
789,Retail,0.63,0.1,False,
790,Games,0.52,-0.78,True,41.05
791,Retail,0.88,-0.81,False,
792,Retail,3.17,0.71,False,
793,Games,0.14,-0.64,False,
794,Fintech,0.36,-1.52,False,
795,AI,1.85,0.12,True,16.18
796,Games,0.36,-0.51,True,8.62
797,Retail,1.02,-1.2,False,
798,Health,0.9,0.07,False,
799,Fintech,1.45,0.77,False,
800,Games,2.5,0.02,True,45.48
801,Health,0.71,-1.07,False,
802,Fintech,0.13,0.48,False,
803,Retail,0.31,1.04,True,21.9
804,Health,3.11,2.21,True,21.48
805,Fintech,0.17,1.44,False,
806,Fintech,0.8,-1.01,False,
807,Health,0.07,0.86,False,
808,Health,0.18,0.26,False,
809,AI,1.1,-1.15,False,
810,Games,0.56,0.28,False,
811,Games,0.4,1.92,False,
812,AI,0.28,1.2,False,
813,Health,0.11,-1.01,False,
814,Health,0.94,0.01,False,
815,Fintech,0.43,0.49,False,
816,Fintech,0.16,-1.73,False,
817,Fintech,0.55,-1.7,False,
818,Health,0.86,0.15,False,
819,Retail,0.46,0.17,False,
820,Health,0.59,-1.84,False,
821,Retail,0.56,0.39,False,
822,Fintech,0.31,1.09,False,
823,Games,0.56,-0.22,False,
824,Health,0.97,0.06,True,9.06
825,Retail,1.24,0.57,True,7.0
826,Retail,1.02,0.44,True,38.77
827,Health,0.31,-1.67,True,4.44
828,Health,0.9,-0.91,False,
829,Retail,0.78,-0.4,True,3.61
830,Retail,0.31,-0.86,False,
831,Retail,0.37,1.47,True,10.32
832,AI,0.93,0.63,False,
833,AI,1.63,-1.11,False,
834,Health,0.13,-0.21,False,
835,Games,2.01,1.13,False,
836,AI,1.37,-0.65,False,
837,Fintech,0.63,0.85,False,
838,Games,0.45,1.38,False,
839,Fintech,0.74,1.22,True,20.09
840,Games,0.32,0.18,False,
841,Fintech,0.47,1.25,False,
842,Retail,0.17,-0.52,False,
843,Fintech,0.13,2.49,False,
844,Games,3.49,0.24,False,
845,Health,0.57,1.15,True,15.74
846,Fintech,0.64,-0.36,True,13.43
847,Health,0.53,0.5,False,
848,Retail,0.28,0.54,True,51.75
849,Health,0.42,-0.93,False,
850,AI,0.58,-0.96,False,
851,Games,0.46,-0.2,False,
852,AI,0.3,1.11,True,4.69
853,Health,0.79,-1.83,False,
854,Health,0.63,-0.36,False,
855,Health,0.74,1.31,False,
856,AI,0.95,-1.23,False,
857,Fintech,0.47,1.25,False,
858,AI,0.47,-1.13,False,
859,Health,1.77,-0.92,False,
860,Games,0.25,-0.15,False,
861,Games,0.12,1.87,False,
862,AI,0.84,-0.64,False,
863,AI,0.33,-1.73,False,
864,Games,0.23,-1.4,False,
865,Health,1.1,0.93,False,
866,Retail,0.48,-1.35,False,
867,Fintech,0.2,1.19,False,
868,AI,2.54,0.07,False,
869,Fintech,0.15,-0.03,False,
870,Games,0.5,0.3,False,
871,Health,0.12,-0.8,False,
872,AI,0.67,0.14,False,
873,AI,0.32,-1.19,False,
874,Games,1.04,1.35,False,
875,Fintech,0.53,-1.03,False,
876,Games,1.59,0.44,False,
877,Fintech,0.38,-1.03,False,
878,Fintech,0.15,-0.53,False,
879,Fintech,0.65,-0.37,False,
880,Retail,0.44,2.98,True,9.3
881,AI,0.13,-0.01,False,
882,AI,0.23,-0.82,False,
883,Retail,0.3,-0.44,False,
884,AI,1.88,-1.5,False,
885,Fintech,0.95,-0.16,False,
886,Fintech,0.41,1.85,False,
887,Games,0.79,0.34,False,
888,Health,0.11,0.9,True,30.96
889,Retail,0.34,-0.91,False,
890,Games,0.74,-0.2,False,
891,Health,0.62,0.2,False,
892,Fintech,0.35,-0.73,False,
893,Retail,0.52,0.4,False,
894,Retail,0.71,0.62,True,8.61
895,Retail,0.54,0.54,False,
896,AI,1.08,-0.15,True,106.52
897,Games,0.7,1.09,True,16.08
898,Games,0.81,-0.26,False,
899,Retail,2.13,-0.35,False,
900,Fintech,1.05,1.44,True,90.9
901,Retail,2.18,-1.11,False,
902,Games,0.32,-1.7,False,
903,Retail,0.15,-0.87,False,
904,Games,0.48,0.39,False,
905,Retail,0.45,1.28,False,
906,Fintech,1.74,-0.66,False,
907,AI,0.22,1.81,False,
908,Fintech,0.51,0.03,False,
909,Retail,0.75,-0.12,False,
910,AI,0.59,-0.85,False,
911,Games,0.47,1.95,False,
912,Retail,0.72,-0.15,False,
913,Retail,1.28,-1.33,True,19.54
914,Games,1.85,2.46,False,
915,Retail,0.55,0.39,False,
916,AI,0.28,0.8,True,26.34
917,Health,1.84,1.68,True,30.17
918,Health,0.23,0.61,False,
919,Retail,2.26,0.97,False,
920,Fintech,1.58,0.05,True,7.01
921,AI,1.78,0.73,True,38.9
922,Games,0.94,-0.03,True,7.37
923,Health,0.1,-0.02,False,
924,Retail,0.24,0.12,False,
925,Health,0.69,-0.4,False,
926,Retail,0.31,0.5,False,
927,Health,0.42,0.5,False,
928,Retail,0.88,0.82,False,
929,Games,0.47,0.64,True,5.84
930,Fintech,0.2,2.0,True,13.86
931,Fintech,1.1,1.05,False,
932,Retail,0.82,-0.21,True,24.4
933,Fintech,0.44,0.45,False,
934,Games,0.95,1.41,False,
935,AI,0.58,-0.95,False,
936,Retail,1.57,2.01,False,
937,Fintech,0.61,-0.77,False,
938,Games,1.56,0.9,False,
939,Health,0.12,0.01,True,24.49
940,Fintech,0.78,-0.05,False,
941,Health,0.39,-1.3,False,
942,Retail,0.27,0.91,False,
943,Games,1.37,-1.29,False,
944,Retail,1.1,-1.44,False,
945,Retail,0.11,1.16,True,7.7
946,Games,0.96,1.79,False,
947,Health,0.87,-0.67,True,12.06
948,Retail,0.3,1.0,False,
949,Health,0.28,0.8,True,23.72
950,Health,0.15,-0.09,False,
951,Retail,0.41,1.34,False,
952,Retail,0.47,-0.16,False,
953,Health,1.02,0.52,False,
954,AI,0.67,-1.25,False,
955,Games,0.23,-1.21,False,
956,Games,0.65,1.17,False,
957,Fintech,0.44,0.55,False,
958,Games,0.26,-0.14,False,
959,Health,0.15,1.91,False,
960,Fintech,0.89,1.9,True,15.68
961,Games,0.77,0.44,True,9.85
962,Fintech,0.84,-1.46,True,11.17
963,Retail,0.3,-0.11,False,
964,AI,0.62,-0.83,False,
965,Retail,0.18,0.09,False,
966,Fintech,0.25,-0.94,True,6.29
967,Retail,0.56,-1.2,True,18.62
968,Retail,0.67,-2.26,False,
969,Fintech,0.15,0.17,True,3.99
970,Retail,0.23,-2.3,False,
971,Health,0.4,-0.32,False,
972,Health,1.16,0.69,False,
973,Retail,0.28,-0.72,False,
974,Retail,0.6,-1.08,False,
975,Games,0.66,-0.07,False,
976,Retail,0.44,-0.83,False,
977,Fintech,0.67,0.19,False,
978,Fintech,0.18,-1.03,False,
979,AI,0.32,-0.1,False,
980,Fintech,1.7,-0.35,True,6.13
981,Games,1.8,-0.01,False,
982,Fintech,1.06,1.64,False,
983,Health,1.3,0.2,False,
984,AI,0.13,0.5,False,
985,Fintech,0.25,-0.62,False,
986,Games,0.42,0.22,False,
987,AI,3.73,-0.27,False,
988,Games,0.42,0.03,False,
989,Retail,0.98,0.65,False,
990,Health,0.73,-0.5,False,
991,Retail,0.72,-0.4,False,
992,Retail,0.53,-0.49,True,15.49
993,AI,0.21,-0.51,False,
994,Games,0.06,0.17,True,22.03
995,Fintech,1.51,-0.36,False,
996,Health,0.33,1.5,False,
997,Games,0.12,2.68,False,
998,Games,0.77,-0.57,False,
999,Retail,0.76,0.29,False,
1000,Games,1.0,1.04,False,
1001,Retail,1.32,-0.27,True,22.18
1002,Games,0.26,-0.99,False,
1003,AI,0.27,1.74,True,10.99
1004,AI,0.42,0.69,False,
1005,Health,1.04,0.32,False,
1006,Games,0.1,1.45,True,8.04
1007,AI,0.6,0.77,False,
1008,Health,1.14,-0.05,False,
1009,Fintech,1.1,-0.98,False,
1010,Health,0.95,-0.49,False,
1011,Fintech,1.26,1.2,False,
1012,Fintech,0.06,0.68,True,8.28
1013,AI,1.96,-0.19,False,
1014,Fintech,0.7,1.77,False,
1015,Health,1.57,-0.16,False,
1016,Retail,0.21,0.99,True,15.98
1017,Fintech,0.13,0.22,False,
1018,Health,2.26,1.93,False,
1019,Health,0.26,0.75,False,
1020,Games,0.42,0.05,False,
1021,Fintech,0.82,-0.18,False,
1022,AI,1.0,-0.02,False,
1023,Retail,1.28,-0.73,False,
1024,Retail,0.65,-1.37,False,
1025,Health,0.23,0.31,False,
1026,Games,0.95,-0.53,False,
1027,AI,0.96,-0.54,False,
1028,AI,0.13,-0.09,False,
1029,AI,1.68,0.05,False,
1030,Games,0.07,0.01,False,
1031,Fintech,1.24,1.74,True,18.54
1032,AI,0.33,0.66,False,
1033,AI,0.95,2.11,False,
1034,AI,0.81,-0.44,False,
1035,Health,0.52,0.78,False,
1036,Health,0.78,-0.38,False,
1037,Health,0.5,-0.56,False,
1038,Health,0.96,2.15,True,8.49
1039,Health,3.1,-0.77,True,10.65
1040,Retail,0.18,-2.23,False,
1041,Fintech,0.04,-0.71,False,
1042,Fintech,0.39,-2.01,False,
1043,Retail,0.37,-0.95,True,51.7
1044,Games,0.4,-0.86,False,
1045,Health,0.26,0.04,False,
1046,Fintech,1.09,-2.05,False,
1047,AI,0.18,1.2,False,
1048,AI,0.78,-1.88,True,7.91
1049,Retail,0.9,-0.13,True,69.54
1050,Games,0.7,-0.32,False,
1051,AI,0.8,0.83,True,22.46
1052,AI,1.15,0.35,False,
1053,Fintech,0.56,1.19,False,
1054,Fintech,0.41,-0.36,False,
1055,Health,0.8,-0.46,False,
1056,Fintech,0.87,0.41,False,
1057,Retail,1.1,1.03,False,
1058,Games,0.14,0.83,False,
1059,Retail,0.47,0.32,True,4.04
1060,Retail,0.23,0.23,True,15.67
1061,Retail,0.85,-0.04,True,21.47
1062,Retail,0.97,0.41,False,
1063,Fintech,0.43,2.03,False,
1064,Fintech,0.3,-0.24,True,3.85
1065,AI,0.87,-0.36,True,11.8
1066,Games,0.49,-0.44,False,
1067,Games,1.69,0.39,False,
1068,AI,2.23,-2.12,True,4.91
1069,Retail,1.2,-0.14,False,
1070,Retail,0.65,0.88,False,
1071,Games,2.33,-0.53,False,
1072,Health,0.66,0.19,False,
1073,AI,0.37,2.11,False,
1074,Health,0.31,0.33,False,
1075,AI,0.31,-2.24,False,
1076,Games,0.54,-1.41,False,
1077,Fintech,0.78,-0.25,False,
1078,Fintech,0.17,-0.8,False,
1079,Health,0.38,0.1,False,
1080,Games,0.64,-0.29,True,108.37
1081,Fintech,0.9,1.17,True,45.63
1082,Retail,0.53,-1.09,False,
1083,AI,0.66,-0.21,True,16.24
1084,Retail,0.2,0.22,False,
1085,AI,0.26,0.34,False,
1086,Fintech,0.51,0.15,False,
1087,Retail,0.81,-2.41,False,
1088,Games,0.65,0.08,False,
1089,Games,0.27,-0.15,True,17.73
1090,Games,0.45,0.86,True,21.99
1091,Health,1.81,0.72,False,
1092,Retail,0.84,0.24,True,7.67
1093,AI,0.47,0.31,False,
1094,Retail,0.24,1.35,False,
1095,Retail,0.31,1.15,False,
1096,Retail,0.54,0.28,False,
1097,Games,0.67,2.15,True,8.45
1098,Games,0.85,-0.63,False,
1099,Health,0.74,-1.19,False,
1100,Fintech,0.4,-0.01,False,
1101,Retail,0.36,-0.37,True,22.62
1102,Games,2.78,-2.47,True,57.68
1103,Health,0.35,-0.65,True,22.84
1104,Retail,0.19,0.34,True,37.48
1105,AI,0.15,-0.06,True,9.01
1106,Retail,0.41,-0.78,False,
1107,Retail,1.15,0.04,True,3.36
1108,Fintech,0.34,0.12,True,13.08
1109,AI,1.76,0.72,False,
1110,Games,0.54,-0.64,False,
1111,AI,1.31,0.87,True,5.45
1112,Retail,0.29,-1.09,False,
1113,AI,0.3,-0.5,False,
1114,Fintech,0.58,1.7,False,
1115,AI,0.79,-1.02,False,
1116,Retail,0.47,-0.66,False,
1117,Health,0.68,-1.25,False,
1118,Retail,0.87,-0.83,False,
1119,Retail,0.17,0.14,True,29.12
1120,Games,0.41,0.71,False,
1121,Fintech,0.36,-0.02,False,
1122,AI,0.37,-0.32,False,
1123,Retail,0.75,-1.24,True,8.81
1124,Fintech,0.36,-0.73,False,
1125,Retail,0.11,-1.55,False,
1126,Retail,0.45,0.74,True,24.73
1127,Games,0.23,0.81,False,
1128,Games,0.8,-0.04,False,
1129,Retail,1.03,0.44,False,
1130,Retail,0.09,0.88,True,50.48
1131,Games,0.29,0.1,False,
1132,Health,0.72,1.39,False,
1133,Health,0.18,-1.02,False,
1134,Fintech,1.01,-0.35,False,
1135,Retail,1.25,-0.47,False,
1136,Games,0.47,0.65,False,
1137,Retail,0.29,-1.43,False,
1138,AI,0.09,1.45,True,29.53
1139,Retail,1.04,0.56,True,18.5
1140,Health,2.68,1.75,False,
1141,Games,2.27,-0.04,False,
1142,AI,0.46,-0.55,False,
1143,Retail,0.23,0.66,True,41.45
1144,Games,1.06,1.03,False,
1145,Health,0.49,-0.71,True,11.24
1146,Fintech,0.79,-2.0,False,
1147,Fintech,0.69,-1.83,False,
1148,Fintech,0.58,0.26,False,
1149,AI,1.23,1.54,False,
1150,Health,1.27,-1.3,False,
1151,Health,0.36,-0.27,False,
1152,Health,0.26,-0.35,False,
1153,Games,0.07,1.92,True,5.59
1154,Health,0.41,2.26,False,
1155,AI,0.23,0.42,True,24.39
1156,Retail,0.76,0.9,False,
1157,Health,0.41,0.87,False,
1158,Games,0.45,-1.28,False,
1159,Retail,1.03,0.7,False,
1160,Retail,0.74,-1.02,False,
1161,Health,0.49,-0.17,False,
1162,Health,2.08,1.14,False,
1163,Retail,0.98,0.08,False,
1164,Retail,0.39,1.1,False,
1165,AI,0.4,1.3,True,14.38
1166,Games,1.02,-1.76,False,
1167,Retail,0.64,-2.18,False,
1168,Retail,0.22,1.16,True,30.35
1169,AI,1.11,1.2,False,
1170,Health,1.48,0.26,False,
1171,Health,1.39,0.39,False,
1172,Fintech,1.86,0.89,False,
1173,Games,2.83,0.87,True,25.89
1174,Health,2.16,-0.3,False,
1175,Fintech,0.71,0.96,True,15.0
1176,Fintech,0.46,-0.35,False,
1177,Retail,0.13,0.24,True,12.3
1178,Retail,0.55,0.2,True,5.0
1179,Retail,0.82,-0.86,False,
1180,Retail,0.56,-0.74,False,
1181,Retail,0.12,2.23,False,
1182,Health,0.43,-0.89,False,
1183,AI,0.91,0.37,False,
1184,Retail,0.24,0.58,False,
1185,Games,0.62,-0.05,False,
1186,Fintech,0.76,0.67,False,
1187,Retail,1.32,0.33,True,8.66
1188,Fintech,2.13,-0.87,False,
1189,Retail,0.4,0.54,False,
1190,Games,0.63,-0.54,False,
1191,AI,0.64,1.74,False,
1192,Retail,0.91,0.43,True,14.72
1193,Retail,0.83,-0.7,False,
1194,Games,1.69,0.34,True,33.71
1195,Games,0.08,-0.92,False,
1196,Fintech,0.75,0.26,False,
1197,Fintech,0.8,-0.23,False,
1198,AI,0.45,-0.83,True,10.71
1199,AI,0.09,-0.84,False,
1200,Fintech,0.51,2.43,True,17.41
1201,Health,0.31,0.09,False,
1202,AI,2.07,-0.43,False,
1203,Health,0.73,-0.6,False,
1204,Fintech,0.29,0.47,False,
1205,Fintech,0.1,-0.64,False,
1206,Retail,0.87,-1.09,False,
1207,Retail,0.94,-0.03,False,
1208,Retail,0.45,-0.04,False,
1209,AI,0.88,-0.42,False,
1210,Games,0.41,-0.89,False,
1211,AI,1.27,-0.39,False,
1212,Health,1.2,-0.47,False,
1213,Retail,0.15,-0.61,False,
1214,Fintech,0.18,0.28,False,
1215,Retail,2.74,2.23,False,
1216,Games,1.14,1.33,True,8.49
1217,Fintech,0.2,1.94,False,
1218,AI,0.15,-0.57,False,
1219,Retail,0.64,1.67,True,35.98
1220,Health,0.22,0.23,False,
1221,AI,0.42,0.99,False,
1222,AI,0.52,0.46,True,17.77
1223,Retail,0.5,-0.34,False,
1224,Fintech,1.33,0.72,False,
1225,Retail,2.35,0.48,True,40.61
1226,Games,0.37,-1.77,True,5.85
1227,Fintech,0.22,-0.12,False,
1228,Fintech,0.74,0.87,False,
1229,Retail,1.99,0.28,False,
1230,Health,0.39,0.47,False,
1231,AI,1.07,-0.75,True,28.02
1232,Fintech,0.28,0.26,False,
1233,Retail,0.55,-0.1,True,10.19
1234,Games,0.21,-0.2,False,
1235,Health,0.55,-0.68,False,
1236,Fintech,0.49,0.91,True,21.33
1237,Health,0.88,0.35,False,
1238,Retail,2.24,0.24,False,
1239,AI,0.4,2.05,False,
1240,Retail,0.11,0.47,False,
1241,Retail,0.46,1.2,True,10.91
1242,Fintech,0.69,0.27,False,
1243,Retail,0.64,-0.35,False,
1244,Games,0.48,-1.06,False,
1245,Games,1.78,0.24,True,9.81
1246,AI,0.6,-2.66,False,
1247,Retail,0.5,0.27,False,
1248,Health,0.29,0.32,False,
1249,Retail,0.13,-0.22,False,
1250,Fintech,0.7,-0.09,False,
1251,Fintech,0.66,-1.25,False,
1252,Retail,0.23,1.39,True,9.39
1253,Health,0.52,-0.34,False,
1254,AI,0.48,-0.97,True,24.68
1255,Retail,0.33,0.54,True,15.49
1256,Fintech,0.29,0.11,True,10.14
1257,Retail,0.75,-0.36,False,
1258,Retail,0.45,-0.46,False,
1259,AI,0.34,-0.01,False,
1260,Games,0.27,1.35,False,
1261,Retail,0.49,0.47,False,
1262,Retail,1.13,-0.03,False,
1263,Health,0.64,0.85,True,31.66
1264,Games,0.45,0.03,False,
1265,Games,0.69,0.4,True,24.15
1266,Fintech,1.61,0.15,False,
1267,Games,0.8,0.59,False,
1268,Fintech,0.67,-0.44,False,
1269,Fintech,0.9,-1.14,False,
1270,Health,0.48,0.91,False,
1271,Retail,0.63,1.5,True,24.34
1272,Fintech,0.37,-1.09,False,
1273,Fintech,0.16,0.18,True,39.77
1274,AI,0.71,-0.45,True,4.62
1275,AI,0.71,0.88,True,15.35
1276,Retail,0.43,0.25,False,
1277,Health,1.24,3.33,False,
1278,AI,0.3,-0.3,False,
1279,Retail,0.13,1.54,True,6.25
1280,AI,0.31,1.63,False,
1281,Health,0.16,0.53,False,
1282,Retail,0.71,0.04,True,7.69
1283,Retail,0.3,0.09,False,
1284,AI,1.19,0.01,False,
1285,Games,1.17,1.13,True,32.64
1286,Games,0.26,-0.87,False,
1287,Games,0.28,-0.16,False,
1288,Fintech,0.83,-0.28,False,
1289,Retail,1.18,-1.73,True,25.5
1290,Health,0.11,0.86,True,11.06
1291,Games,0.68,1.06,False,
1292,Retail,0.09,-0.63,True,29.67
1293,Retail,0.35,1.03,False,
1294,Retail,1.3,-1.58,True,65.9
1295,Fintech,6.0,0.02,True,29.93
1296,AI,0.45,-0.13,False,
1297,Health,0.2,0.09,True,8.54
1298,AI,0.36,0.08,False,
1299,Games,0.57,-0.08,False,
1300,Games,0.32,-0.39,False,
1301,Health,0.26,-0.11,False,
1302,AI,0.38,1.36,True,8.61
1303,Retail,0.74,-0.58,False,
1304,Games,0.47,2.26,False,
1305,Health,0.27,-0.64,True,68.25
1306,Health,0.32,0.24,False,
1307,AI,0.39,0.57,False,
1308,Games,0.24,-0.29,False,
1309,AI,0.31,1.38,True,3.94
1310,Health,0.9,0.55,True,10.89
1311,AI,0.45,-0.2,False,
1312,Fintech,0.13,1.37,True,10.98
1313,Fintech,1.23,-1.02,False,
1314,AI,0.75,-0.57,False,
1315,Retail,0.18,0.56,False,
1316,Retail,0.4,0.8,False,
1317,AI,0.29,0.32,True,5.85
1318,AI,0.93,-0.13,False,
1319,Retail,0.4,-0.25,False,
1320,AI,0.51,1.13,False,
1321,Health,0.46,0.24,False,
1322,AI,0.17,-0.87,False,
1323,Games,1.66,-0.93,True,8.23
1324,Retail,0.92,1.51,False,
1325,AI,0.3,-0.72,False,
1326,Retail,0.63,0.27,False,
1327,Retail,1.18,1.35,False,
1328,Retail,0.57,0.54,True,31.39
1329,Retail,1.88,-0.76,False,
1330,Retail,5.58,-1.02,False,
1331,Games,0.49,1.87,True,17.58
1332,Retail,0.34,-1.04,False,
1333,AI,0.24,-0.55,False,
1334,Games,0.09,0.37,True,22.71
1335,Games,1.47,-0.22,False,
1336,AI,0.41,0.57,False,
1337,Fintech,1.09,-1.47,False,
1338,Fintech,1.28,-0.21,False,
1339,Health,0.23,0.68,False,
1340,AI,0.26,0.68,False,
1341,Fintech,2.18,-0.57,False,
1342,Fintech,0.51,-1.02,False,
1343,Games,0.32,0.21,False,
1344,AI,0.23,-1.31,False,
1345,Fintech,0.48,1.28,False,
1346,Fintech,1.81,0.16,False,
1347,Health,0.94,-0.7,True,23.75
1348,AI,0.62,-1.05,False,
1349,Retail,1.93,-0.63,False,
1350,Fintech,1.65,-1.56,False,
1351,Fintech,0.71,0.49,False,
1352,Health,4.98,-0.8,False,
1353,Retail,0.44,0.4,False,
1354,Health,1.3,0.54,True,9.97
1355,Fintech,0.39,0.97,False,
1356,Health,1.11,0.25,True,17.74
1357,Health,0.44,1.13,True,6.66
1358,Health,0.78,1.39,True,20.28
1359,Retail,3.66,0.26,False,
1360,Retail,1.16,0.32,False,
1361,Health,0.79,-0.56,False,
1362,AI,0.29,-0.99,False,
1363,Health,0.63,1.28,False,
1364,Retail,0.24,0.61,False,
1365,Retail,1.1,0.69,False,
1366,Fintech,1.08,-0.59,False,
1367,AI,0.47,1.62,True,7.44
1368,AI,2.04,-0.23,True,9.96
1369,Retail,1.83,-0.8,True,29.63
1370,Health,0.61,-0.57,False,
1371,Fintech,0.85,1.57,False,
1372,Fintech,0.34,-1.11,False,
1373,Fintech,0.43,-0.75,False,
1374,Retail,0.23,2.9,True,8.58
1375,Health,0.37,0.94,False,
1376,Fintech,0.5,-0.73,False,
1377,Games,0.14,-1.08,False,
1378,Games,0.86,-1.67,False,
1379,Games,1.22,0.1,True,6.04
1380,Retail,0.54,0.73,True,5.3
1381,AI,0.06,1.52,True,22.09
1382,AI,0.44,-1.89,False,
1383,AI,0.18,-1.33,False,
1384,Games,0.33,-0.12,True,5.85
1385,Retail,1.73,2.79,False,
1386,Fintech,0.08,0.89,False,
1387,Retail,0.28,0.37,False,
1388,Games,1.05,-1.22,False,
1389,Retail,0.31,-2.12,False,
1390,Health,0.29,0.04,True,20.38
1391,AI,2.75,-0.1,False,
1392,Retail,0.73,-0.27,False,
1393,Retail,1.14,-0.38,True,10.61
1394,Games,0.8,-0.75,True,12.34
1395,Retail,0.61,-0.98,False,
1396,Fintech,1.49,1.39,False,
1397,Games,2.48,-0.89,False,
1398,Fintech,0.14,-0.28,False,
1399,Health,0.53,-0.04,False,
1400,Fintech,0.52,0.71,False,
1401,AI,0.38,-0.85,True,13.48
1402,AI,1.18,0.98,False,
1403,Games,0.66,-0.58,False,
1404,Retail,2.52,-0.16,True,43.63
1405,Fintech,1.3,1.64,False,
1406,Health,1.61,-0.97,False,
1407,AI,0.21,0.72,False,
1408,Health,0.28,1.0,False,
1409,Fintech,0.3,0.31,False,
1410,Health,1.56,-0.12,True,7.13
1411,Retail,0.25,2.13,True,28.56
1412,Health,0.26,-0.01,False,
1413,Games,0.22,0.2,False,
1414,Games,4.89,-0.34,False,
1415,AI,0.48,0.15,False,
1416,Fintech,0.83,0.96,False,
1417,AI,0.22,-0.28,True,13.96
1418,Health,1.16,-2.11,False,
1419,Retail,0.13,0.51,True,7.3
1420,Health,0.25,-1.08,False,
1421,Health,0.3,0.74,False,
1422,Fintech,0.64,-0.0,False,
1423,Fintech,0.29,0.94,False,
1424,Retail,1.83,-0.95,False,
1425,Fintech,0.81,-0.54,False,
1426,Games,0.31,-0.34,False,
1427,AI,1.2,-1.48,False,
1428,AI,0.39,1.11,True,10.27
1429,Fintech,0.34,-1.63,False,
1430,Retail,1.11,1.1,True,6.54
1431,Fintech,0.08,0.42,False,
1432,Games,0.97,-0.2,False,
1433,AI,0.31,0.35,False,
1434,Games,0.31,0.32,False,
1435,Games,2.59,-0.4,False,
1436,Games,0.35,0.3,False,
1437,Fintech,1.16,0.73,False,
1438,AI,0.68,-0.94,False,
1439,Retail,0.73,0.35,False,
1440,Health,0.44,-2.63,False,
1441,Fintech,0.42,-1.93,False,
1442,Health,1.83,0.56,False,
1443,AI,1.14,-0.42,False,
1444,Health,0.36,-0.85,True,50.47
1445,Health,0.23,-0.05,True,10.94
1446,AI,0.34,-0.4,False,
1447,Health,1.18,-0.99,False,
1448,Games,1.39,-1.64,False,
1449,Retail,0.84,-1.97,False,
1450,Games,0.15,0.74,False,
1451,Health,0.99,-0.42,True,8.52
1452,Retail,1.53,0.97,False,
1453,Fintech,0.62,-0.43,False,
1454,Games,2.63,0.35,False,
1455,AI,0.19,-0.13,False,
1456,AI,0.93,0.04,False,
1457,Games,0.24,0.09,True,14.75
1458,AI,1.26,-0.45,True,24.3
1459,Games,0.88,-1.23,True,10.97
1460,Games,2.28,0.77,False,
1461,AI,0.81,1.59,False,
1462,Fintech,0.39,1.66,True,7.04
1463,Games,0.36,-0.55,True,26.45
1464,Games,0.44,-0.73,False,
1465,Retail,0.36,-0.55,False,
1466,Fintech,1.59,-0.18,False,
1467,Retail,1.5,-0.05,False,
1468,Fintech,0.16,-1.0,False,
1469,AI,0.56,-1.48,False,
1470,Games,0.57,0.05,False,
1471,Fintech,0.29,-3.53,False,
1472,AI,0.77,-0.1,False,
1473,Fintech,1.74,-0.94,False,
1474,Retail,1.1,0.78,False,
1475,Retail,1.59,1.05,True,15.4
1476,Retail,0.3,1.07,False,
1477,Fintech,0.56,-0.35,False,
1478,Health,0.29,-1.14,False,
1479,Retail,0.65,-0.81,False,
1480,Fintech,0.7,0.29,True,5.76
1481,Fintech,1.16,-1.65,True,15.48
1482,Fintech,1.55,1.39,True,5.11
1483,Health,0.94,-0.33,True,11.63
1484,Games,0.27,0.5,False,
1485,Fintech,0.18,-1.78,False,
1486,AI,0.82,-0.93,False,
1487,Games,1.79,-1.91,False,
1488,Games,0.53,1.02,True,15.98
1489,Fintech,0.16,-0.16,False,
1490,Fintech,2.86,0.57,False,
1491,Retail,0.8,0.06,False,
1492,Games,0.62,0.47,False,
1493,Games,0.21,-0.34,False,
1494,Games,0.55,-0.2,False,
1495,Retail,0.94,-0.09,False,
1496,Fintech,0.81,0.41,False,
1497,Fintech,0.31,0.43,False,
1498,Fintech,0.52,2.81,False,
1499,Retail,0.33,1.68,False,
1500,AI,2.05,-1.78,False,
1501,Fintech,1.11,-0.14,False,
1502,Fintech,0.36,-0.41,False,
1503,Games,0.21,1.28,False,
1504,Games,0.67,-0.32,True,4.88
1505,Fintech,0.36,0.46,False,
1506,Fintech,0.39,-2.34,False,
1507,Retail,0.22,-1.51,False,
1508,AI,0.24,2.09,False,
1509,Games,0.62,0.05,False,
1510,Fintech,0.44,-1.0,False,
1511,Retail,3.98,0.24,False,
1512,Health,0.87,-1.05,True,7.06
1513,Games,0.22,-0.28,False,
1514,AI,0.16,-1.45,False,
1515,Fintech,0.74,-0.79,False,
1516,Games,0.39,-0.42,False,
1517,Health,1.57,1.12,False,
1518,Retail,0.68,0.46,False,
1519,Health,0.11,0.64,False,
1520,Health,0.24,-0.03,False,
1521,Retail,0.31,0.82,False,
1522,Health,0.77,-0.87,False,
1523,Retail,0.23,-0.73,False,
1524,Fintech,0.61,0.41,False,
1525,Fintech,0.19,-0.28,False,
