player_id,monthly_spend,monthly_sessions,segment
2501,1.12,12,minnow
2502,7.51,9,minnow
2503,31.11,22,dolphin
2504,28.76,26,dolphin
2505,5.64,8,minnow
2506,5.77,7,minnow
2507,28.62,25,dolphin
2508,0.27,4,minnow
2509,61.79,25,dolphin
2510,1.02,10,minnow
2511,5.04,7,minnow
2512,1.5,9,minnow
2513,0.52,11,minnow
2514,6.95,10,minnow
2515,4.85,9,minnow
2516,2.8,8,minnow
2517,2.6,7,minnow
2518,38.15,36,dolphin
2519,110.88,22,dolphin
2520,24.65,7,minnow
2521,5.18,11,minnow
2522,0.24,10,minnow
2523,9.06,8,minnow
2524,9.72,9,minnow
2525,11.41,8,minnow
2526,0.53,7,minnow
2527,12.94,7,minnow
2528,40.39,37,dolphin
2529,0.69,7,minnow
2530,9.93,9,minnow
2531,0.91,6,minnow
2532,2.81,10,minnow
2533,0.73,8,minnow
2534,1.89,3,minnow
2535,1.92,10,minnow
2536,6.42,15,minnow
2537,13.8,4,minnow
2538,23.24,6,minnow
2539,1.17,13,minnow
2540,5.9,9,minnow
2541,0.57,13,minnow
2542,2.78,8,minnow
2543,3.56,5,minnow
2544,0.76,7,minnow
2545,8.12,6,minnow
2546,2.59,0,minnow
2547,4.25,10,minnow
2548,23.55,12,minnow
2549,1.67,12,minnow
2550,12.94,9,minnow
2551,33.4,20,dolphin
2552,30.28,26,dolphin
2553,2.46,8,minnow
2554,0.7,15,minnow
2555,1.07,4,minnow
2556,0.26,7,minnow
2557,9.95,8,minnow
2558,10.99,14,minnow
2559,4.01,10,minnow
2560,0.37,9,minnow
2561,1.85,8,minnow
2562,30.22,27,dolphin
2563,8.81,14,minnow
2564,11.62,9,minnow
2565,660.43,49,whale
2566,5.61,10,minnow
2567,0.1,8,minnow
2568,0.57,9,minnow
2569,5.41,9,minnow
2570,3.42,5,minnow
2571,2.52,3,minnow
2572,2.59,8,minnow
2573,0.95,7,minnow
2574,6.04,4,minnow
2575,30.91,34,dolphin
2576,53.08,26,dolphin
2577,50.72,24,dolphin
2578,0.72,12,minnow
2579,3.21,12,minnow
2580,2.01,7,minnow
2581,8.56,8,minnow
2582,2.91,5,minnow
2583,2.31,10,minnow
2584,34.03,23,dolphin
2585,3.89,8,minnow
2586,4.05,8,minnow
2587,6.43,11,minnow
2588,9.8,10,minnow
2589,9.89,8,minnow
2590,39.78,14,dolphin
2591,0.42,8,minnow
2592,5.58,5,minnow
2593,2.82,7,minnow
2594,2.05,7,minnow
2595,11.16,2,minnow
2596,26.43,26,dolphin
2597,1.29,8,minnow
2598,49.36,26,dolphin
2599,0.34,6,minnow
2600,8.54,12,minnow
2601,0.8,12,minnow
2602,1.19,10,minnow
2603,3.66,9,minnow
2604,1.75,8,minnow
2605,0.03,11,minnow
2606,8.83,8,minnow
2607,11.56,6,minnow
2608,2.57,4,minnow
2609,2.26,2,minnow
2610,1.83,10,minnow
2611,0.21,6,minnow
2612,0.18,7,minnow
2613,12.01,6,minnow
2614,18.24,11,minnow
2615,8.63,8,minnow
2616,6.09,8,minnow
2617,11.62,7,minnow
2618,10.44,8,minnow
2619,0.95,2,minnow
2620,4.74,4,minnow
2621,2.07,10,minnow
2622,2.11,15,minnow
2623,20.58,9,minnow
2624,41.24,22,dolphin
2625,0.08,7,minnow
2626,2.21,6,minnow
2627,2.03,7,minnow
2628,21.29,7,minnow
2629,0.33,6,minnow
2630,0.03,7,minnow
2631,12.35,7,minnow
2632,15.5,7,minnow
2633,0.19,6,minnow
2634,2.72,9,minnow
2635,38.41,25,dolphin
2636,0.59,9,minnow
2637,3.9,6,minnow
2638,7.48,8,minnow
2639,0.34,4,minnow
2640,1.35,8,minnow
2641,0.22,9,minnow
2642,2.55,6,minnow
2643,0.94,5,minnow
2644,4.63,7,minnow
2645,9.17,8,minnow
2646,30.62,37,dolphin
2647,138.61,43,whale
2648,4.63,13,minnow
2649,2.0,3,minnow
2650,1.82,8,minnow
2651,0.71,7,minnow
2652,6.8,4,minnow
2653,1.5,4,minnow
2654,7.61,8,minnow
2655,0.75,10,minnow
2656,1.58,10,minnow
2657,6.63,10,minnow
2658,2.72,9,minnow
2659,0.15,12,minnow
2660,3.24,14,minnow
2661,0.92,9,minnow
2662,21.98,7,minnow
2663,15.7,11,minnow
2664,0.09,7,minnow
2665,11.97,10,minnow
2666,6.19,7,minnow
2667,0.31,5,minnow
2668,13.54,7,minnow
2669,0.43,9,minnow
2670,20.75,8,minnow
2671,1.18,7,minnow
2672,0.29,12,minnow
2673,98.81,24,dolphin
2674,0.28,6,minnow
2675,0.91,9,minnow
2676,1.25,3,minnow
2677,1.6,3,minnow
2678,10.16,5,minnow
2679,3.64,11,minnow
2680,16.56,12,minnow
2681,6.02,10,minnow
2682,0.23,2,minnow
2683,8.0,4,minnow
2684,4.83,15,minnow
2685,1.22,7,minnow
2686,91.65,25,dolphin
2687,8.79,7,minnow
2688,14.98,7,minnow
2689,15.84,8,minnow
2690,1.7,11,minnow
2691,9.15,11,minnow
2692,5.5,10,minnow
2693,1.36,10,minnow
2694,0.47,7,minnow
2695,3.45,14,minnow
2696,8.49,14,minnow
2697,3.41,8,minnow
2698,2.48,7,minnow
2699,3.47,11,minnow
2700,2.1,6,minnow
2701,39.6,27,dolphin
2702,5.12,7,minnow
2703,1.52,10,minnow
2704,0.18,6,minnow
2705,2.42,11,minnow
2706,1.32,14,minnow
2707,1.24,5,minnow
2708,15.0,9,minnow
2709,3.77,10,minnow
2710,0.22,5,minnow
2711,8.94,7,minnow
2712,0.26,6,minnow
2713,10.07,10,minnow
2714,1.55,9,minnow
2715,3.82,6,minnow
2716,3.19,8,minnow
2717,2.62,6,minnow
2718,4.64,10,minnow
2719,3.78,5,minnow
2720,66.13,25,dolphin
2721,4.75,5,minnow
2722,4.93,7,minnow
2723,1.07,9,minnow
2724,6.11,11,minnow
2725,0.65,9,minnow
2726,20.91,9,minnow
2727,0.31,6,minnow
2728,0.86,4,minnow
2729,0.24,10,minnow
2730,6.5,14,minnow
2731,1.69,8,minnow
2732,9.95,14,minnow
2733,0.7,4,minnow
2734,7.77,9,minnow
2735,8.4,4,minnow
2736,4.66,8,minnow
2737,3.49,10,minnow
2738,4.14,7,minnow
2739,0.77,9,minnow
2740,0.59,5,minnow
2741,7.93,3,minnow
2742,1.84,6,minnow
2743,6.86,8,minnow
2744,39.71,26,dolphin
2745,1.6,11,minnow
2746,1.27,7,minnow
2747,1.98,8,minnow
2748,3.53,14,minnow
2749,8.87,11,minnow
2750,3.17,5,minnow
2751,92.36,31,dolphin
2752,6.51,7,minnow
2753,11.58,7,minnow
2754,3.13,10,minnow
2755,16.76,11,minnow
2756,2.39,6,minnow
2757,1.18,7,minnow
2758,14.13,7,minnow
2759,3.03,11,minnow
2760,4.92,8,minnow
2761,15.97,7,minnow
2762,4.15,14,minnow
2763,2.61,10,minnow
2764,1.41,11,minnow
2765,18.15,12,minnow
2766,1.92,8,minnow
2767,3.06,10,minnow
2768,5.25,6,minnow
2769,5.22,8,minnow
2770,16.81,4,minnow
2771,2.97,5,minnow
2772,30.03,27,dolphin
2773,2.23,7,minnow
2774,6.01,10,minnow
2775,2.47,6,minnow
2776,94.54,25,dolphin
2777,1.89,5,minnow
2778,2.19,7,minnow
2779,3.99,10,minnow
2780,2.17,6,minnow
2781,5.49,8,minnow
2782,23.73,7,minnow
2783,4.2,7,minnow
2784,4.46,10,minnow
2785,2.3,4,minnow
2786,1.48,4,minnow
2787,3.87,7,minnow
2788,3.36,7,minnow
2789,21.7,10,minnow
2790,0.72,10,minnow
2791,34.03,27,dolphin
2792,2.63,9,minnow
2793,4.21,3,minnow
2794,0.6,9,minnow
2795,8.16,9,minnow
2796,0.71,6,minnow
2797,6.03,6,minnow
2798,5.16,7,minnow
2799,1.97,6,minnow
2800,0.12,7,minnow
2801,105.32,25,dolphin
2802,0.61,9,minnow
2803,5.14,7,minnow
2804,1.03,3,minnow
2805,17.76,14,minnow
2806,1.81,5,minnow
2807,1.0,9,minnow
2808,8.6,12,minnow
2809,0.43,5,minnow
2810,1.71,3,minnow
2811,10.02,3,minnow
2812,37.0,25,dolphin
2813,0.71,9,minnow
2814,1.25,6,minnow
2815,5.83,5,minnow
2816,0.14,7,minnow
2817,29.14,34,dolphin
2818,0.67,3,minnow
2819,1.65,5,minnow
2820,5.04,6,minnow
2821,3.6,11,minnow
2822,0.71,8,minnow
2823,52.16,23,dolphin
2824,0.05,11,minnow
2825,0.55,5,minnow
2826,1.2,2,minnow
2827,0.73,4,minnow
2828,23.37,3,minnow
2829,0.23,5,minnow
2830,40.12,21,dolphin
2831,2.13,8,minnow
2832,0.38,7,minnow
2833,0.12,3,minnow
2834,2.35,10,minnow
2835,1.08,5,minnow
2836,4.85,4,minnow
2837,1.61,7,minnow
2838,15.32,4,minnow
2839,2.64,7,minnow
2840,1.68,9,minnow
2841,15.76,7,minnow
2842,4.78,6,minnow
2843,11.47,8,minnow
2844,20.86,7,minnow
2845,2.07,2,minnow
2846,3.53,8,minnow
2847,12.81,10,minnow
2848,0.07,6,minnow
2849,2.82,9,minnow
2850,2.32,13,minnow
2851,6.04,13,minnow
2852,0.92,4,minnow
2853,19.16,11,minnow
2854,1.02,8,minnow
2855,1.59,2,minnow
2856,1.15,7,minnow
2857,23.76,3,minnow
2858,0.12,7,minnow
2859,57.92,25,dolphin
2860,35.07,37,dolphin
2861,1.34,8,minnow
2862,17.17,7,minnow
2863,4.09,8,minnow
2864,46.74,25,dolphin
2865,15.2,10,minnow
2866,110.94,30,dolphin
2867,0.27,11,minnow
2868,4.51,8,minnow
2869,0.21,7,minnow
2870,1.45,9,minnow
2871,121.44,37,dolphin
2872,7.02,8,minnow
2873,16.04,7,minnow
2874,7.56,4,minnow
2875,6.83,7,minnow
2876,1.44,8,minnow
2877,1.07,7,minnow
2878,1.38,4,minnow
2879,0.04,11,minnow
2880,2.91,13,minnow
2881,4.87,9,minnow
2882,1.23,7,minnow
2883,2.69,8,minnow
2884,7.69,7,minnow
2885,13.68,13,minnow
2886,0.49,12,minnow
2887,0.93,8,minnow
2888,11.08,10,minnow
2889,8.52,6,minnow
2890,28.53,24,dolphin
2891,26.7,27,dolphin
2892,158.19,59,whale
2893,2.08,4,minnow
2894,41.5,27,dolphin
2895,0.76,12,minnow
2896,153.01,53,whale
2897,6.87,5,minnow
2898,7.9,11,minnow
2899,16.18,7,minnow
2900,0.38,10,minnow
2901,0.59,11,minnow
2902,4.0,4,minnow
2903,5.77,4,minnow
2904,92.95,23,dolphin
2905,0.73,10,minnow
2906,39.03,16,dolphin
2907,2.17,0,minnow
2908,2.12,5,minnow
2909,2.55,8,minnow
2910,2.04,11,minnow
2911,7.23,7,minnow
2912,1.76,5,minnow
2913,0.35,7,minnow
2914,2.16,9,minnow
2915,6.89,6,minnow
2916,0.35,11,minnow
2917,8.42,6,minnow
2918,21.95,8,minnow
2919,35.44,19,dolphin
2920,5.7,8,minnow
2921,0.18,7,minnow
2922,9.36,5,minnow
2923,15.6,5,minnow
2924,1.09,8,minnow
2925,2.96,5,minnow
2926,7.2,3,minnow
2927,57.95,26,dolphin
2928,2.2,10,minnow
2929,13.82,7,minnow
2930,5.51,6,minnow
2931,4.57,10,minnow
2932,27.9,21,dolphin
2933,0.88,6,minnow
2934,4.8,8,minnow
2935,3.47,9,minnow
2936,0.3,8,minnow
2937,23.86,5,minnow
2938,12.51,8,minnow
2939,3.51,8,minnow
2940,2.19,12,minnow
2941,3.32,6,minnow
2942,10.3,12,minnow
2943,3.61,7,minnow
2944,1.14,7,minnow
2945,1.45,9,minnow
2946,3.26,4,minnow
2947,0.75,9,minnow
2948,5.66,7,minnow
2949,0.93,5,minnow
2950,0.72,9,minnow
2951,549.5,51,whale
2952,73.98,21,dolphin
2953,4.18,6,minnow
2954,12.96,6,minnow
2955,17.01,8,minnow
2956,2.94,6,minnow
2957,5.22,6,minnow
2958,2.18,6,minnow
2959,24.76,6,minnow
2960,25.31,28,dolphin
2961,40.41,29,dolphin
2962,5.08,8,minnow
2963,106.54,30,dolphin
2964,2.94,9,minnow
2965,87.8,26,dolphin
2966,1.58,10,minnow
2967,0.42,4,minnow
2968,85.16,23,dolphin
2969,9.55,7,minnow
2970,7.62,6,minnow
2971,1.86,14,minnow
2972,0.86,9,minnow
2973,1.0,14,minnow
2974,4.14,9,minnow
2975,2.61,15,minnow
2976,0.15,9,minnow
2977,49.9,28,dolphin
2978,1.7,5,minnow
2979,24.08,14,minnow
2980,1.07,9,minnow
2981,4.25,3,minnow
2982,15.73,11,minnow
2983,12.62,5,minnow
2984,2.16,8,minnow
2985,7.5,9,minnow
2986,9.79,8,minnow
2987,2.62,9,minnow
2988,0.56,9,minnow
2989,1.22,7,minnow
2990,1.81,15,minnow
2991,3.46,5,minnow
2992,42.43,22,dolphin
2993,14.18,5,minnow
2994,0.9,7,minnow
2995,62.7,26,dolphin
2996,2.93,13,minnow
2997,9.73,8,minnow
2998,0.74,6,minnow
2999,1.61,12,minnow
3000,17.47,9,minnow
3001,0.81,11,minnow
3002,3.63,11,minnow
3003,7.05,6,minnow
3004,0.65,12,minnow
3005,0.19,5,minnow
3006,14.18,10,minnow
3007,324.22,57,whale
3008,6.92,5,minnow
3009,9.4,13,minnow
3010,0.81,11,minnow
3011,34.86,27,dolphin
3012,1.82,15,minnow
3013,21.37,7,minnow
3014,8.77,7,minnow
3015,9.12,6,minnow
3016,8.58,9,minnow
3017,8.15,14,minnow
3018,5.22,10,minnow
3019,15.66,4,minnow
3020,1.04,9,minnow
3021,2.27,10,minnow
3022,34.78,33,dolphin
3023,4.38,7,minnow
3024,1.97,9,minnow
3025,17.39,8,minnow
3026,12.68,13,minnow
3027,0.41,11,minnow
3028,10.67,14,minnow
3029,4.14,7,minnow
3030,10.37,5,minnow
3031,3.38,5,minnow
3032,6.98,10,minnow
3033,0.18,9,minnow
3034,0.79,7,minnow
3035,10.85,9,minnow
3036,220.15,51,whale
3037,5.98,9,minnow
3038,1.1,8,minnow
3039,4.12,7,minnow
3040,0.79,7,minnow
3041,24.53,4,minnow
3042,3.59,12,minnow
3043,17.91,10,minnow
3044,2.6,6,minnow
3045,20.64,9,minnow
3046,0.25,8,minnow
3047,3.45,9,minnow
3048,7.87,4,minnow
3049,2.16,8,minnow
3050,5.9,7,minnow
3051,5.74,11,minnow
3052,17.78,9,minnow
3053,8.97,9,minnow
3054,6.23,9,minnow
3055,13.56,8,minnow
3056,0.38,2,minnow
3057,1.0,5,minnow
3058,0.36,5,minnow
3059,7.99,4,minnow
3060,6.44,5,minnow
3061,30.46,39,dolphin
3062,5.83,4,minnow
3063,1.21,5,minnow
3064,4.11,5,minnow
3065,0.17,8,minnow
3066,1.73,15,minnow
3067,0.08,13,minnow
3068,5.62,10,minnow
3069,2.12,2,minnow
3070,2.69,9,minnow
3071,0.75,17,minnow
3072,1.14,13,minnow
3073,10.06,7,minnow
3074,0.33,11,minnow
3075,7.46,7,minnow
3076,0.91,9,minnow
3077,0.23,7,minnow
3078,23.62,6,minnow
3079,27.85,28,dolphin
3080,1.4,15,minnow
3081,1.38,7,minnow
3082,2.22,5,minnow
3083,0.91,11,minnow
3084,1.2,9,minnow
3085,6.82,6,minnow
3086,91.67,24,dolphin
3087,1.88,8,minnow
3088,17.06,9,minnow
3089,5.84,9,minnow
3090,0.23,10,minnow
3091,3.19,10,minnow
3092,2.61,9,minnow
3093,34.58,27,dolphin
3094,36.9,39,dolphin
3095,6.07,13,minnow
3096,23.17,5,minnow
3097,2.63,13,minnow
3098,19.9,12,minnow
3099,3.9,5,minnow
3100,19.23,8,minnow
3101,22.63,11,minnow
3102,10.45,5,minnow
3103,1.01,6,minnow
3104,1.69,5,minnow
3105,11.06,4,minnow
3106,13.87,9,minnow
3107,4.28,6,minnow
3108,2.01,3,minnow
3109,4.51,8,minnow
3110,2.13,9,minnow
3111,2.15,9,minnow
3112,76.41,31,dolphin
3113,1.55,11,minnow
3114,7.48,10,minnow
3115,4.24,14,minnow
3116,0.47,10,minnow
3117,0.44,14,minnow
3118,2.92,7,minnow
3119,0.15,6,minnow
3120,62.09,21,dolphin
3121,1.86,9,minnow
3122,1.63,5,minnow
3123,23.5,8,minnow
3124,2.65,4,minnow
3125,9.41,6,minnow
3126,1.33,9,minnow
3127,3.57,11,minnow
3128,15.64,3,minnow
3129,0.84,7,minnow
3130,7.72,10,minnow
3131,0.07,13,minnow
3132,25.15,25,dolphin
3133,1.36,6,minnow
3134,2.89,2,minnow
3135,2.84,8,minnow
3136,0.7,8,minnow
3137,0.62,10,minnow
3138,7.65,8,minnow
3139,8.24,13,minnow
3140,0.81,7,minnow
3141,7.89,8,minnow
3142,8.11,10,minnow
3143,1.81,6,minnow
3144,0.42,7,minnow
3145,3.13,8,minnow
3146,5.95,9,minnow
3147,3.02,6,minnow
3148,1.29,7,minnow
3149,7.01,7,minnow
3150,25.14,25,dolphin
3151,0.97,9,minnow
3152,2.06,15,minnow
3153,267.48,56,whale
3154,5.29,3,minnow
3155,0.44,6,minnow
3156,1.55,6,minnow
3157,0.99,7,minnow
3158,6.1,11,minnow
3159,5.43,8,minnow
3160,1.2,7,minnow
3161,64.72,25,dolphin
3162,3.8,12,minnow
3163,1.6,8,minnow
3164,0.47,6,minnow
3165,0.79,4,minnow
3166,0.45,7,minnow
3167,2.45,10,minnow
3168,0.81,2,minnow
3169,11.64,11,minnow
3170,1.3,9,minnow
3171,12.73,12,minnow
3172,7.29,4,minnow
3173,9.33,12,minnow
3174,13.94,9,minnow
3175,80.59,26,dolphin
3176,0.85,8,minnow
3177,12.85,11,minnow
3178,6.28,11,minnow
3179,18.2,9,minnow
3180,3.96,7,minnow
3181,21.79,5,minnow
3182,0.42,10,minnow
3183,0.67,9,minnow
3184,1.34,12,minnow
3185,2.95,6,minnow
3186,3.58,6,minnow
3187,1.02,5,minnow
3188,0.68,10,minnow
3189,1.16,4,minnow
3190,0.22,10,minnow
3191,2.09,10,minnow
3192,3.02,5,minnow
3193,6.72,8,minnow
3194,4.34,6,minnow
3195,58.52,29,dolphin
3196,12.18,15,minnow
3197,10.8,13,minnow
3198,5.95,13,minnow
3199,7.82,11,minnow
3200,2.33,3,minnow
3201,3.89,9,minnow
3202,71.84,28,dolphin
3203,2.97,11,minnow
3204,0.39,6,minnow
3205,10.12,2,minnow
3206,13.47,7,minnow
3207,4.25,8,minnow
3208,0.16,9,minnow
3209,26.01,28,dolphin
3210,4.8,8,minnow
3211,2.02,8,minnow
3212,22.22,8,minnow
3213,0.13,7,minnow
3214,3.97,5,minnow
3215,1.4,8,minnow
3216,36.14,28,dolphin
3217,4.9,6,minnow
3218,0.83,6,minnow
3219,20.52,10,minnow
3220,0.06,9,minnow
3221,7.48,10,minnow
3222,0.44,11,minnow
3223,1.58,11,minnow
3224,2.26,8,minnow
3225,14.24,11,minnow
3226,112.78,27,dolphin
3227,0.19,8,minnow
3228,6.78,7,minnow
3229,112.61,26,dolphin
3230,1.33,6,minnow
3231,1.2,9,minnow
3232,4.84,9,minnow
3233,12.51,8,minnow
3234,9.51,8,minnow
3235,1.87,12,minnow
3236,0.92,8,minnow
3237,27.27,34,dolphin
3238,0.96,7,minnow
3239,0.15,11,minnow
3240,0.32,8,minnow
3241,1.32,14,minnow
3242,36.16,30,dolphin
3243,0.5,10,minnow
3244,37.9,27,dolphin
3245,26.87,32,dolphin
3246,4.76,13,minnow
3247,0.06,7,minnow
3248,0.5,8,minnow
3249,1.2,11,minnow
3250,52.94,29,dolphin
3251,1.34,11,minnow
3252,0.96,8,minnow
3253,4.49,11,minnow
3254,0.35,6,minnow
3255,3.19,5,minnow
3256,0.93,6,minnow
3257,244.79,50,whale
3258,0.76,15,minnow
3259,72.81,22,dolphin
3260,0.54,6,minnow
3261,5.06,7,minnow
3262,7.39,10,minnow
3263,4.17,5,minnow
3264,3.78,9,minnow
3265,13.18,7,minnow
3266,6.47,11,minnow
3267,2.52,9,minnow
3268,1.13,11,minnow
3269,2.55,10,minnow
3270,2.5,12,minnow
3271,2.42,9,minnow
3272,3.75,9,minnow
3273,0.35,13,minnow
3274,0.64,7,minnow
3275,12.56,7,minnow
3276,0.09,11,minnow
3277,22.54,5,minnow
3278,1.36,10,minnow
3279,48.0,28,dolphin
3280,23.62,7,minnow
3281,1.97,5,minnow
3282,2.32,8,minnow
3283,42.49,21,dolphin
3284,25.46,25,dolphin
3285,15.74,6,minnow
3286,20.71,6,minnow
3287,0.58,3,minnow
3288,4.61,7,minnow
3289,0.97,9,minnow
3290,0.56,2,minnow
3291,4.32,6,minnow
3292,1.71,6,minnow
3293,2.54,6,minnow
3294,1.49,7,minnow
3295,0.45,13,minnow
3296,50.14,22,dolphin
3297,4.26,6,minnow
3298,0.33,6,minnow
3299,4.44,6,minnow
3300,37.87,26,dolphin
3301,15.39,8,minnow
3302,1.45,8,minnow
3303,1.5,8,minnow
3304,0.72,4,minnow
3305,1.01,6,minnow
3306,1.15,11,minnow
3307,0.32,10,minnow
3308,1.63,4,minnow
3309,5.76,7,minnow
3310,1.71,9,minnow
3311,4.7,6,minnow
3312,44.48,29,dolphin
3313,62.62,34,dolphin
3314,2.98,8,minnow
3315,13.58,7,minnow
3316,2.54,9,minnow
3317,1.52,12,minnow
3318,0.56,9,minnow
3319,3.81,10,minnow
3320,18.82,8,minnow
3321,0.43,8,minnow
3322,2.1,15,minnow
3323,1.94,5,minnow
3324,4.93,8,minnow
3325,5.06,8,minnow
3326,7.84,4,minnow
3327,69.07,32,dolphin
3328,0.82,7,minnow
3329,0.76,7,minnow
3330,4.93,5,minnow
3331,33.93,29,dolphin
3332,0.32,9,minnow
3333,5.64,8,minnow
3334,2.41,5,minnow
3335,13.02,9,minnow
3336,9.07,6,minnow
3337,3.59,6,minnow
3338,7.24,5,minnow
3339,1.16,5,minnow
3340,11.95,10,minnow
3341,30.52,19,dolphin
3342,3.9,8,minnow
3343,1.73,8,minnow
3344,2.63,4,minnow
3345,11.75,5,minnow
3346,3.11,9,minnow
3347,0.49,20,minnow
3348,15.23,16,minnow
3349,0.69,7,minnow
3350,6.55,5,minnow
3351,0.17,12,minnow
3352,3.95,14,minnow
3353,2.98,13,minnow
3354,0.14,5,minnow
3355,5.65,7,minnow
3356,0.57,10,minnow
3357,3.8,12,minnow
3358,1.72,10,minnow
3359,0.31,9,minnow
3360,0.62,10,minnow
3361,0.71,3,minnow
3362,15.99,5,minnow
3363,12.65,13,minnow
3364,111.19,32,dolphin
3365,1.46,6,minnow
3366,1.39,7,minnow
3367,4.12,5,minnow
3368,1.88,8,minnow
3369,1.31,8,minnow
3370,3.62,15,minnow
3371,10.23,7,minnow
3372,0.11,7,minnow
3373,1.33,11,minnow
3374,0.35,9,minnow
3375,2.6,5,minnow
3376,6.63,6,minnow
3377,19.83,7,minnow
3378,1.66,12,minnow
3379,3.94,11,minnow
3380,0.23,9,minnow
3381,0.84,4,minnow
3382,4.62,9,minnow
3383,0.38,6,minnow
3384,24.03,5,minnow
3385,7.67,8,minnow
3386,0.78,6,minnow
3387,0.31,17,minnow
3388,1.05,4,minnow
3389,0.79,6,minnow
3390,0.47,6,minnow
3391,0.35,4,minnow
3392,2.3,6,minnow
3393,10.71,9,minnow
3394,1.06,13,minnow
3395,6.77,5,minnow
3396,1.97,7,minnow
3397,8.84,7,minnow
3398,0.94,5,minnow
3399,5.2,6,minnow
3400,4.02,8,minnow
3401,29.36,40,dolphin
3402,8.12,13,minnow
3403,5.0,7,minnow
3404,0.32,6,minnow
3405,1.43,11,minnow
3406,0.92,5,minnow
3407,0.89,10,minnow
3408,3.4,8,minnow
3409,4.88,7,minnow
3410,5.2,7,minnow
3411,24.99,10,minnow
3412,7.2,2,minnow
3413,0.47,8,minnow
3414,4.59,7,minnow
3415,8.46,7,minnow
3416,25.02,6,minnow
3417,2.59,8,minnow
3418,2.63,7,minnow
3419,18.66,5,minnow
3420,4.42,12,minnow
3421,0.26,9,minnow
3422,0.18,9,minnow
3423,63.13,14,dolphin
3424,0.21,10,minnow
3425,2.54,16,minnow
3426,13.64,9,minnow
3427,0.2,10,minnow
3428,0.59,7,minnow
3429,0.45,7,minnow
3430,59.25,21,dolphin
3431,83.85,26,dolphin
3432,1.03,5,minnow
3433,8.39,5,minnow
3434,5.44,6,minnow
3435,2.12,10,minnow
3436,0.25,9,minnow
3437,133.21,51,whale
3438,0.18,6,minnow
3439,4.66,9,minnow
3440,1.18,9,minnow
3441,16.66,9,minnow
3442,12.85,8,minnow
3443,0.69,14,minnow
3444,0.94,7,minnow
3445,0.28,9,minnow
3446,4.53,11,minnow
3447,10.35,7,minnow
3448,1.64,6,minnow
3449,2.24,5,minnow
3450,70.28,15,dolphin
3451,14.85,5,minnow
3452,28.69,27,dolphin
3453,0.09,12,minnow
3454,7.97,6,minnow
3455,4.96,5,minnow
3456,0.45,9,minnow
3457,0.62,9,minnow
3458,2.34,4,minnow
3459,0.39,13,minnow
3460,0.93,9,minnow
3461,1.59,13,minnow
3462,8.31,10,minnow
3463,1.07,9,minnow
3464,1.62,15,minnow
3465,17.1,13,minnow
3466,0.2,13,minnow
3467,4.78,13,minnow
3468,6.19,13,minnow
3469,6.47,3,minnow
3470,1.49,9,minnow
3471,0.6,10,minnow
3472,37.76,24,dolphin
3473,0.84,3,minnow
3474,0.56,5,minnow
3475,3.43,3,minnow
3476,1.02,8,minnow
3477,17.84,6,minnow
3478,2.17,11,minnow
3479,21.95,7,minnow
3480,6.81,7,minnow
3481,1.78,7,minnow
3482,19.74,12,minnow
3483,1.17,6,minnow
3484,1.99,5,minnow
3485,7.74,10,minnow
3486,4.77,6,minnow
3487,1.13,6,minnow
3488,0.28,7,minnow
3489,3.22,5,minnow
3490,1.04,6,minnow
3491,3.48,11,minnow
3492,1.69,7,minnow
3493,1.05,7,minnow
3494,2.16,8,minnow
3495,2.95,9,minnow
3496,10.09,14,minnow
3497,6.53,10,minnow
3498,94.73,24,dolphin
3499,4.16,7,minnow
3500,1.13,12,minnow
3501,2.54,3,minnow
3502,8.24,10,minnow
3503,16.54,6,minnow
3504,28.4,29,dolphin
3505,0.65,12,minnow
3506,25.77,17,dolphin
3507,3.08,7,minnow
3508,0.75,6,minnow
3509,2.4,8,minnow
3510,23.04,9,minnow
3511,6.9,9,minnow
3512,0.48,14,minnow
3513,0.48,11,minnow
3514,0.46,7,minnow
3515,1.03,10,minnow
3516,3.76,3,minnow
3517,0.55,6,minnow
3518,1.67,6,minnow
3519,31.29,24,dolphin
3520,44.19,21,dolphin
3521,39.68,19,dolphin
3522,0.19,7,minnow
3523,48.33,23,dolphin
3524,3.84,7,minnow
3525,3.76,8,minnow
3526,17.22,9,minnow
3527,10.23,8,minnow
3528,0.17,8,minnow
3529,1.25,13,minnow
3530,1.85,9,minnow
3531,0.4,7,minnow
3532,16.37,12,minnow
3533,33.19,21,dolphin
3534,3.26,9,minnow
3535,5.35,5,minnow
3536,3.26,8,minnow
3537,3.89,8,minnow
3538,19.85,10,minnow
3539,0.2,12,minnow
3540,7.23,7,minnow
3541,3.38,11,minnow
3542,1.06,8,minnow
3543,1.48,4,minnow
3544,62.29,28,dolphin
3545,0.4,9,minnow
3546,2.54,11,minnow
3547,45.02,33,dolphin
3548,0.44,9,minnow
3549,1.6,4,minnow
3550,3.55,10,minnow
3551,6.43,8,minnow
3552,2.92,8,minnow
3553,0.79,7,minnow
3554,6.79,7,minnow
3555,2.83,7,minnow
3556,9.06,9,minnow
3557,14.55,8,minnow
3558,0.31,11,minnow
3559,17.34,9,minnow
3560,2.21,11,minnow
3561,12.43,9,minnow
3562,7.32,6,minnow
3563,64.49,13,dolphin
3564,3.35,9,minnow
3565,1.74,7,minnow
3566,1.46,14,minnow
3567,0.63,8,minnow
