customer_id,signup_date,age,tenure_months,plan,support_tickets,last_login_days_ago,refund_after_churn,churned
C00474,2023-05-16,24.0,10.2,free,3,50,False,True
C00475,2020-04-13,60.0,6.9,basic,1,12,False,False
C00476,2021-04-11,52.0,12.0,basic,1,3,False,False
C00477,2022-05-18,32.0,4.6,free,1,159,False,True
C00478,2024-01-29,55.0,3.8,free,0,5,False,False
C00479,2021-07-30,28.0,1.5,basic,2,2,False,False
C00480,2020-10-18,51.0,3.7,basic,0,23,False,False
C00481,2023-06-05,62.0,9.2,free,3,13,False,False
C00482,2020-04-26,41.0,6.8,basic,0,17,False,False
C00483,2020-12-14,53.0,12.7,basic,0,12,False,False
C00484,2022-05-28,59.0,118.7,basic,0,9,False,False
C00485,2023-07-18,33.0,16.5,free,1,4,False,False
C00486,2024-02-02,35.0,5.2,free,2,13,False,False
C00487,2022-06-03,41.0,10.2,basic,1,26,False,False
C00488,2021-10-28,39.0,10.0,basic,1,20,False,False
C00489,2022-01-17,68.0,6.9,free,1,19,False,False
C00490,2023-11-25,72.0,27.2,basic,0,22,False,False
C00491,2023-08-01,28.0,2.1,free,4,3,False,False
C00492,2023-05-13,58.0,16.0,free,0,24,False,False
C00493,2023-12-13,,0.4,basic,0,8,False,False
C00494,2022-10-29,18.0,5.9,basic,1,13,False,False
C00495,2022-08-04,26.0,3.1,free,1,12,False,False
C00496,2023-08-16,38.0,22.4,basic,2,21,False,False
C00497,2022-06-26,51.0,0.9,free,0,23,False,False
C00498,2023-07-16,63.0,11.9,basic,0,1,False,False
C00499,2021-08-04,25.0,1.1,free,2,29,False,False
C00500,2020-09-10,68.0,15.5,basic,2,13,False,False
C00501,2022-01-28,38.0,17.7,free,3,23,False,False
C00502,2022-08-07,28.0,3.2,pro,0,20,False,False
C00503,2023-02-19,48.0,22.9,free,0,6,False,False
C00504,2022-09-07,64.0,1.3,basic,0,14,False,False
C00505,2022-01-14,62.0,11.8,basic,2,42,False,True
C00506,2021-12-13,35.0,13.0,basic,1,19,False,False
C00507,2023-05-29,58.0,29.7,free,1,21,False,False
C00508,2021-02-21,43.0,0.6,basic,3,23,False,False
C00509,2021-07-26,29.0,9.4,pro,0,19,False,False
C00510,2021-06-25,41.0,35.4,free,4,23,False,False
C00511,2022-05-05,72.0,5.5,free,1,122,True,True
C00512,2020-07-22,44.0,22.3,pro,0,13,False,False
C00513,2020-11-06,24.0,83.8,basic,1,25,False,False
C00514,2023-06-18,29.0,51.9,basic,3,2,False,False
C00515,2021-02-01,36.0,14.0,basic,2,15,False,False
C00516,2023-02-25,19.0,3.0,basic,2,17,False,False
C00517,2020-06-07,43.0,0.1,free,2,4,False,False
C00518,2022-06-25,30.0,19.6,basic,0,29,False,False
C00519,2022-09-25,25.0,2.1,free,2,9,False,False
C00520,2021-01-14,56.0,22.9,basic,1,28,False,False
C00521,2020-02-17,34.0,59.0,free,0,9,False,False
C00522,2020-10-08,,7.6,basic,1,21,False,False
C00523,2023-05-29,32.0,26.2,free,3,163,False,True
C00524,2022-06-21,27.0,27.5,free,0,2,False,False
C00525,2020-06-10,46.0,40.0,free,1,5,False,False
C00526,2020-07-13,64.0,10.2,free,6,37,False,True
C00527,2023-01-02,45.0,2.1,basic,0,13,False,False
C00528,2022-05-24,35.0,0.8,pro,0,19,False,False
C00529,2020-08-17,28.0,4.8,free,0,23,False,False
C00530,2020-01-11,48.0,7.2,basic,0,13,False,False
C00531,2022-10-19,32.0,8.4,basic,1,6,False,False
C00532,2022-07-30,24.0,8.1,basic,2,22,False,False
C00533,2021-09-20,54.0,31.4,free,1,17,False,False
C00534,2021-03-10,33.0,4.6,free,0,0,False,False
C00535,2023-10-03,64.0,13.8,pro,1,11,False,False
C00536,2023-02-26,35.0,7.2,basic,1,10,False,False
C00537,2023-11-02,44.0,10.4,basic,1,31,False,True
C00538,2021-10-19,50.0,8.6,free,3,132,False,True
C00539,2021-06-19,29.0,24.1,basic,0,18,False,False
C00540,2020-11-07,35.0,27.1,basic,1,23,False,False
C00541,2022-11-27,28.0,39.1,free,2,27,False,False
C00542,2021-05-16,44.0,2.5,pro,1,18,False,False
C00543,2023-01-03,45.0,13.4,pro,2,9,False,False
C00544,2024-01-14,39.0,1.6,pro,0,21,False,False
C00545,2023-09-30,32.0,22.2,basic,4,153,False,True
C00546,2022-09-28,64.0,5.2,free,3,168,False,True
C00547,2020-12-20,60.0,5.1,free,1,2,False,False
C00548,2023-06-27,71.0,12.8,basic,0,3,False,False
C00549,2021-01-11,45.0,0.1,basic,0,15,False,False
C00550,2021-03-19,74.0,64.0,basic,0,4,False,False
C00551,2023-07-28,33.0,17.6,basic,0,7,False,False
C00552,2023-04-03,50.0,11.1,basic,1,11,False,False
C00553,2020-12-12,47.0,27.2,free,1,24,False,False
C00554,2023-02-02,54.0,7.7,basic,0,16,False,False
C00555,2023-08-01,27.0,2.4,pro,1,23,False,False
C00556,2020-04-20,21.0,2.0,basic,0,3,False,False
C00557,2023-03-26,74.0,9.9,free,0,22,False,False
C00558,2021-09-22,19.0,11.3,basic,1,0,False,False
C00559,2021-12-20,42.0,1.8,free,1,13,False,False
C00560,2022-06-01,46.0,2.3,free,1,12,False,False
C00561,2023-09-05,40.0,4.4,pro,0,19,False,False
C00562,2021-01-28,69.0,13.4,basic,0,12,False,False
C00563,2020-02-21,,73.2,basic,0,5,False,False
C00564,2022-08-14,29.0,32.8,free,0,24,False,False
C00565,2023-11-15,60.0,1.5,free,0,3,False,False
C00566,2021-06-07,37.0,3.4,free,0,1,False,False
C00567,2022-12-16,28.0,4.8,free,6,34,True,True
C00568,2023-08-03,54.0,48.1,free,1,12,False,False
C00569,2021-09-30,43.0,26.1,free,1,20,False,False
C00570,2023-02-26,59.0,17.5,free,2,164,True,True
C00571,2023-08-09,48.0,14.3,pro,0,14,False,False
C00572,2020-12-11,38.0,48.8,basic,0,28,False,False
C00573,2023-05-24,56.0,6.9,free,2,15,False,False
C00574,2023-02-28,33.0,28.0,free,1,4,False,False
C00575,2023-10-29,33.0,0.1,pro,1,14,False,False
C00576,2021-10-27,18.0,3.1,pro,1,28,False,False
C00577,2020-10-14,25.0,0.2,free,2,1,False,False
C00578,2021-02-14,19.0,6.3,pro,3,158,False,True
C00579,2023-10-26,52.0,19.9,basic,0,23,False,False
C00580,2021-02-03,40.0,2.9,basic,2,3,False,False
C00581,2022-07-13,55.0,5.4,free,2,13,False,False
C00582,2020-11-02,31.0,106.9,basic,1,20,False,False
C00583,2020-02-20,21.0,4.2,free,0,5,False,False
C00584,2023-11-11,50.0,1.5,free,1,9,False,False
C00585,2020-10-05,60.0,5.6,pro,0,8,False,False
C00586,2023-06-02,27.0,17.4,basic,0,22,False,False
C00587,2023-09-10,21.0,23.4,free,1,23,False,False
C00588,2020-01-11,33.0,5.7,pro,1,20,False,False
C00589,2022-09-01,29.0,1.9,free,0,0,False,False
C00590,2020-02-18,46.0,4.3,free,0,25,False,False
C00591,2022-05-27,74.0,30.8,free,2,12,False,False
C00592,2020-05-26,67.0,11.9,basic,2,15,False,False
C00593,2024-01-26,43.0,31.1,pro,0,4,False,False
C00594,2020-05-10,72.0,25.9,basic,4,16,False,False
C00595,2020-10-16,41.0,7.3,free,3,8,False,False
C00596,2023-09-10,68.0,21.2,pro,1,175,True,True
C00597,2020-12-14,41.0,13.4,basic,0,22,False,False
C00598,2020-02-18,21.0,0.6,basic,1,23,False,False
C00599,2021-03-03,26.0,30.4,free,0,18,False,False
C00600,2023-02-10,37.0,44.2,basic,1,20,False,False
C00601,2021-11-17,61.0,23.5,free,2,18,False,False
C00602,2021-01-05,35.0,7.3,free,1,23,False,False
C00603,2021-08-02,42.0,34.3,free,2,27,False,False
C00604,2020-05-12,18.0,11.8,free,0,10,False,False
C00605,2021-03-31,24.0,1.2,basic,1,1,False,False
C00606,2022-01-30,41.0,0.2,basic,0,4,False,False
C00607,2021-05-24,55.0,36.1,basic,0,28,False,False
C00608,2023-12-19,37.0,58.6,free,2,12,False,False
C00609,2021-06-14,59.0,18.4,free,2,12,False,False
C00610,2020-08-05,34.0,1.0,basic,0,1,False,False
C00611,2022-04-09,19.0,4.2,free,1,21,False,False
C00612,2022-08-31,62.0,41.3,free,1,16,False,False
C00613,2022-03-11,62.0,10.3,basic,0,164,True,True
C00614,2021-09-03,42.0,11.0,free,1,21,False,False
C00615,2022-03-18,29.0,20.0,pro,1,26,False,False
C00616,2021-11-10,64.0,1.9,free,0,27,False,False
C00617,2020-07-16,43.0,25.4,free,0,23,False,False
C00618,2020-02-23,18.0,4.4,basic,1,20,False,False
C00619,2020-11-19,48.0,12.1,free,2,0,False,False
C00620,2021-05-16,50.0,0.5,basic,0,1,False,False
C00621,2020-02-03,30.0,15.5,basic,0,13,False,False
C00622,2021-03-25,51.0,27.0,basic,1,5,False,False
C00623,2023-12-02,50.0,35.4,free,0,20,False,False
C00624,2022-06-15,70.0,4.2,free,0,14,False,False
C00625,2020-07-30,58.0,21.0,basic,0,18,False,False
C00626,2022-04-06,64.0,11.8,pro,1,24,False,False
C00627,2023-09-08,67.0,0.1,free,1,14,False,False
C00628,2023-05-07,72.0,4.4,basic,1,47,False,True
C00629,2020-06-07,52.0,31.1,basic,0,13,False,False
C00630,2021-05-15,58.0,35.5,free,1,17,False,False
C00631,2021-03-29,19.0,6.7,pro,0,12,False,False
C00632,2023-04-15,69.0,16.5,free,1,54,False,True
C00633,2021-07-07,45.0,36.8,basic,0,17,False,False
C00634,2023-01-06,63.0,5.7,free,2,22,False,False
C00635,2022-12-05,29.0,15.0,free,1,26,False,False
C00636,2020-04-25,18.0,4.4,free,1,5,False,False
C00637,2020-07-15,36.0,13.1,basic,0,79,True,True
C00638,2020-12-18,20.0,4.5,basic,0,9,False,False
C00639,2021-10-04,20.0,23.1,basic,0,1,False,False
C00640,2021-09-10,50.0,14.5,basic,1,27,False,False
C00641,2020-09-18,45.0,5.4,free,2,117,False,True
C00642,2024-01-13,71.0,8.9,free,1,17,False,False
C00643,2020-03-29,70.0,1.8,free,1,24,False,False
C00644,2022-07-14,20.0,0.2,free,1,91,False,True
C00645,2023-10-24,60.0,36.8,free,2,48,True,True
C00646,2024-02-03,58.0,92.4,free,2,4,False,False
C00647,2021-10-07,36.0,40.3,basic,0,9,False,False
C00648,2023-08-21,46.0,12.9,free,1,13,False,False
C00649,2022-05-06,63.0,2.9,basic,2,13,False,False
C00650,2021-07-31,44.0,33.8,basic,2,10,False,False
C00651,2021-10-24,60.0,0.8,basic,1,18,False,False
C00652,2020-01-29,71.0,20.3,pro,0,26,False,False
C00653,2021-06-17,40.0,4.9,free,1,5,False,False
C00654,2022-12-11,,0.5,free,2,22,True,True
C00655,2021-07-14,38.0,43.7,basic,0,1,False,False
C00656,2021-11-11,,46.0,free,1,26,False,False
C00657,2022-09-10,23.0,38.2,basic,0,5,False,False
C00658,2021-03-28,35.0,58.2,free,3,14,False,False
C00659,2020-06-06,55.0,21.8,basic,0,39,True,True
C00660,2021-10-25,27.0,12.9,free,0,3,False,False
C00661,2021-08-21,25.0,12.6,free,1,28,False,False
C00662,2023-04-21,48.0,34.3,basic,0,28,False,False
C00663,2023-06-14,28.0,9.3,free,0,18,False,False
C00664,2022-08-05,40.0,16.1,free,1,27,True,True
C00665,2023-01-12,18.0,38.5,free,2,15,False,False
C00666,2022-07-03,33.0,18.7,basic,0,20,False,False
C00667,2020-03-08,24.0,6.2,basic,2,5,False,False
C00668,2023-08-09,73.0,10.5,basic,1,118,False,True
C00669,2020-03-12,56.0,3.0,basic,1,18,False,False
C00670,2020-08-13,25.0,14.0,basic,1,7,False,False
C00671,2021-10-14,42.0,15.9,free,3,142,False,True
C00672,2022-09-28,28.0,18.6,pro,0,25,False,False
C00673,2023-01-24,34.0,47.8,basic,0,16,False,False
C00674,2020-09-06,67.0,10.4,free,0,170,False,True
C00675,2023-02-09,73.0,0.3,free,2,16,False,False
C00676,2021-11-27,25.0,46.2,basic,1,13,False,False
C00677,2023-05-19,,11.1,pro,0,26,False,False
C00678,2021-08-01,46.0,1.1,basic,3,27,False,False
C00679,2022-03-11,49.0,12.1,pro,2,107,False,True
C00680,2021-09-04,49.0,38.8,pro,1,22,False,False
C00681,2021-02-20,46.0,11.5,free,0,9,False,False
C00682,2021-08-31,26.0,12.9,free,1,19,False,False
C00683,2023-11-25,56.0,3.8,free,0,4,False,False
C00684,2023-05-28,56.0,41.8,free,1,7,False,False
C00685,2022-07-12,50.0,7.6,basic,0,13,False,False
C00686,2022-08-11,71.0,6.7,free,0,96,False,True
C00687,2020-07-10,58.0,1.3,basic,1,5,False,False
C00688,2023-08-11,37.0,31.9,pro,0,8,False,False
C00689,2023-11-10,49.0,12.4,free,0,7,False,False
C00690,2023-06-10,49.0,3.6,free,1,9,False,False
C00691,2022-11-23,37.0,58.3,free,2,26,False,False
C00692,2023-03-07,63.0,26.3,free,1,6,False,False
C00693,2020-04-29,31.0,0.6,free,1,27,False,False
C00694,2020-03-15,28.0,10.1,free,1,4,False,False
C00695,2020-04-24,44.0,12.2,basic,0,14,False,False
C00696,2021-12-25,38.0,60.7,free,1,29,False,False
C00697,2021-08-29,44.0,46.3,free,0,4,False,False
C00698,2023-10-11,39.0,21.0,basic,0,27,False,False
C00699,2021-06-28,65.0,11.5,basic,1,0,False,False
C00700,2023-01-09,27.0,26.5,basic,3,0,False,False
C00701,2022-11-22,39.0,11.8,free,1,34,False,True
C00702,2021-03-05,,6.6,pro,2,10,False,False
C00703,2020-12-28,26.0,12.1,free,1,10,False,False
C00704,2020-03-30,59.0,32.0,basic,0,26,False,False
C00705,2021-11-03,29.0,17.6,pro,1,1,False,False
C00706,2021-12-15,45.0,4.0,basic,2,5,False,False
C00707,2021-06-01,44.0,11.7,pro,1,8,False,False
C00708,2022-09-21,43.0,17.0,pro,2,14,False,False
C00709,2023-12-23,32.0,5.3,free,2,12,False,False
C00710,2020-06-17,36.0,2.0,free,3,16,False,False
C00711,2020-08-08,67.0,8.4,free,0,22,False,True
C00712,2021-07-18,38.0,49.8,free,0,7,False,False
C00713,2021-01-16,34.0,17.3,basic,0,25,False,False
C00714,2022-01-16,55.0,32.8,basic,1,20,False,False
C00715,2020-04-27,63.0,19.8,basic,2,7,False,False
C00716,2022-06-09,55.0,14.4,free,2,54,False,True
C00717,2022-08-22,65.0,10.5,pro,2,19,False,False
C00718,2023-04-22,57.0,6.2,basic,0,29,False,False
C00719,2022-02-25,68.0,8.1,free,0,5,False,False
C00720,2024-01-05,52.0,11.7,pro,1,12,False,False
C00721,2022-10-10,62.0,6.1,free,0,8,False,False
C00722,2021-06-13,50.0,34.7,basic,0,7,False,False
C00723,2020-06-22,40.0,8.5,free,1,7,False,False
C00724,2020-09-28,74.0,10.9,basic,0,59,True,True
C00725,2021-11-21,63.0,11.4,free,2,7,False,False
C00726,2021-08-01,,17.8,free,1,90,False,True
C00727,2021-02-17,45.0,1.6,free,3,24,False,False
C00728,2021-08-05,32.0,3.9,basic,1,24,False,False
C00729,2021-12-18,31.0,5.1,free,1,10,False,False
C00730,2021-06-26,27.0,8.3,pro,0,23,False,False
C00731,2020-04-02,31.0,35.6,basic,0,11,False,False
C00732,2020-09-19,42.0,8.9,free,3,18,False,False
C00733,2020-07-06,58.0,6.8,free,0,97,True,True
C00734,2021-03-08,42.0,55.7,basic,2,25,False,False
C00735,2023-08-06,27.0,15.7,basic,1,12,False,False
C00736,2024-01-25,24.0,22.2,free,1,3,False,False
C00737,2023-12-07,61.0,6.4,basic,0,14,False,False
C00738,2023-11-09,62.0,1.5,basic,1,8,False,False
C00739,2021-03-18,72.0,0.6,basic,1,179,False,True
C00740,2022-10-29,27.0,3.3,basic,0,19,False,False
C00741,2021-08-24,70.0,37.6,free,1,21,False,False
C00742,2021-05-10,22.0,0.9,free,0,5,False,False
C00743,2020-01-27,66.0,34.1,free,1,0,False,False
C00744,2023-02-22,42.0,3.9,pro,2,29,False,False
C00745,2020-01-01,39.0,14.0,pro,1,10,False,False
C00746,2023-04-28,60.0,18.7,free,1,28,False,False
C00747,2021-02-02,,10.4,free,0,2,False,False
C00748,2020-08-12,,24.8,free,1,3,False,False
C00749,2021-04-01,65.0,21.6,basic,0,17,False,False
C00750,2022-07-25,33.0,10.9,basic,0,3,False,False
C00751,2023-01-18,51.0,3.0,free,1,1,False,False
C00752,2024-02-05,56.0,47.2,free,1,15,False,False
C00753,2020-10-14,67.0,47.1,free,0,12,False,False
C00754,2021-05-18,42.0,7.2,free,5,24,False,False
C00755,2023-01-17,38.0,47.8,basic,1,23,False,False
C00756,2020-02-23,71.0,14.5,free,1,20,False,False
C00757,2021-11-05,66.0,47.7,free,4,8,False,False
C00758,2023-06-15,71.0,21.5,free,0,9,False,False
C00759,2024-01-03,20.0,45.3,free,2,1,False,False
C00760,2022-07-06,,0.9,free,1,8,False,False
C00761,2022-09-30,26.0,15.9,basic,0,4,False,False
C00762,2023-06-09,25.0,0.1,free,3,25,False,False
C00763,2024-01-23,28.0,17.3,free,1,3,False,False
C00764,2020-03-30,32.0,9.5,basic,2,13,False,False
C00765,2023-09-24,40.0,25.6,basic,0,10,False,False
C00766,2021-10-25,43.0,3.3,pro,2,18,False,False
C00767,2020-03-11,21.0,14.6,basic,0,10,False,False
C00768,2020-06-06,32.0,30.3,basic,1,28,False,False
C00769,2022-12-10,18.0,5.0,basic,0,15,False,False
C00770,2022-06-13,34.0,43.8,free,0,15,False,False
C00771,2020-08-09,72.0,0.1,free,0,6,False,False
C00772,2021-01-29,,28.2,free,0,19,False,False
C00773,2020-06-09,67.0,0.3,pro,2,154,False,True
C00774,2024-01-23,31.0,0.1,pro,0,22,False,False
C00775,2020-10-11,43.0,34.9,pro,0,12,False,False
C00776,2021-08-20,55.0,2.2,basic,1,28,False,False
C00777,2023-08-27,32.0,26.9,basic,0,16,False,False
C00778,2023-08-15,67.0,9.8,free,2,16,False,False
C00779,2022-01-07,64.0,33.4,basic,0,75,False,True
C00780,2023-05-16,18.0,3.7,free,1,28,False,False
C00781,2021-11-06,26.0,12.0,basic,0,16,False,False
C00782,2020-07-19,63.0,5.0,basic,1,5,False,False
C00783,2022-03-21,42.0,21.8,free,2,7,False,False
C00784,2023-05-13,27.0,4.3,basic,0,25,False,False
C00785,2022-12-10,63.0,20.2,basic,0,3,False,False
C00786,2023-07-01,67.0,10.3,basic,1,0,False,False
C00787,2023-08-14,53.0,0.0,free,0,72,False,True
C00788,2020-04-30,46.0,26.6,free,2,7,False,False
C00789,2021-06-20,35.0,8.6,basic,0,22,False,False
C00790,2022-05-23,62.0,7.7,free,2,143,False,True
C00791,2021-07-29,60.0,3.8,basic,0,22,False,False
C00792,2023-02-10,34.0,13.1,free,2,13,False,False
C00793,2020-03-16,19.0,1.8,basic,0,29,False,False
C00794,2021-10-04,44.0,23.8,free,1,21,False,False
C00795,2022-02-27,51.0,17.4,free,2,4,False,False
C00796,2020-12-31,61.0,7.9,basic,1,150,False,True
C00797,2023-01-24,57.0,17.0,free,0,24,False,False
C00798,2020-10-15,37.0,1.8,free,1,16,False,False
C00799,2021-12-05,21.0,14.6,free,1,16,False,False
C00800,2022-04-10,36.0,10.7,pro,2,29,False,False
C00801,2020-12-08,45.0,9.5,pro,0,6,False,False
C00802,2020-04-19,28.0,11.3,free,0,24,False,False
C00803,2023-10-31,72.0,10.4,free,2,13,False,False
C00804,2021-06-16,36.0,5.8,free,1,21,False,False
C00805,2021-02-21,30.0,8.2,free,0,122,False,True
C00806,2022-04-27,63.0,5.0,free,0,61,False,True
C00807,2021-08-20,58.0,4.2,basic,1,30,False,True
C00808,2021-11-16,74.0,11.6,basic,1,19,False,False
C00809,2022-01-23,66.0,5.3,free,0,27,False,False
C00810,2023-07-04,18.0,43.0,free,0,22,False,False
C00811,2022-10-21,56.0,14.2,free,0,0,False,False
C00812,2023-06-27,27.0,6.5,free,1,14,False,False
C00813,2022-03-29,38.0,0.1,basic,2,21,False,False
C00814,2022-07-16,54.0,35.5,free,1,12,False,False
C00815,2021-06-25,18.0,7.8,free,1,76,True,True
C00816,2021-06-04,48.0,57.0,pro,1,18,False,False
C00817,2022-08-25,25.0,8.9,free,2,4,False,False
C00818,2021-03-21,72.0,16.1,free,0,25,False,False
C00819,2021-04-17,40.0,2.0,pro,0,29,False,False
C00820,2021-02-07,32.0,45.7,free,0,19,False,False
C00821,2021-04-29,,20.0,pro,1,17,False,False
C00822,2022-07-21,23.0,11.6,basic,1,26,False,False
C00823,2021-03-26,51.0,2.2,free,1,12,False,False
C00824,2023-04-17,19.0,70.0,free,1,1,False,False
C00825,2024-02-05,61.0,0.7,basic,4,120,True,True
C00826,2022-02-10,42.0,11.5,free,2,126,True,True
C00827,2023-02-25,49.0,3.5,free,1,14,False,False
C00828,2022-10-31,33.0,14.0,free,2,14,False,False
C00829,2020-07-11,34.0,12.4,basic,2,20,False,False
C00830,2022-08-22,36.0,31.6,free,1,19,False,False
C00831,2021-10-08,45.0,5.2,free,1,20,False,False
C00832,2020-01-31,55.0,18.9,free,2,23,False,False
C00833,2023-04-18,27.0,10.2,free,1,9,False,False
C00834,2020-01-22,51.0,8.0,free,1,11,False,False
C00835,2023-09-09,34.0,38.3,basic,1,10,False,False
C00836,2022-07-24,37.0,33.7,basic,1,16,False,False
C00837,2023-08-08,37.0,32.3,free,0,27,False,False
C00838,2022-07-18,43.0,20.6,basic,1,26,False,False
C00839,2020-10-09,60.0,5.4,basic,0,27,False,False
C00840,2023-10-23,36.0,3.1,pro,0,10,False,False
C00841,2021-02-22,66.0,8.4,free,2,173,True,True
C00842,2020-10-10,44.0,19.8,basic,0,5,False,False
C00843,2020-12-03,46.0,3.2,free,0,24,False,False
C00844,2023-12-21,19.0,14.7,free,0,19,False,False
C00845,2022-07-11,32.0,25.2,free,0,21,False,False
C00846,2022-03-28,45.0,12.0,pro,0,18,False,False
C00847,2022-02-15,74.0,14.6,pro,3,165,True,True
C00848,2022-06-07,30.0,3.5,basic,2,20,False,False
C00849,2022-01-18,46.0,6.4,basic,0,24,False,False
C00850,2022-09-20,,8.0,free,0,11,False,False
C00851,2021-12-28,66.0,11.6,free,1,4,False,False
C00852,2023-05-03,57.0,19.3,pro,0,4,False,False
C00853,2021-03-24,30.0,3.1,free,2,13,False,False
C00854,2020-05-17,51.0,17.7,free,0,8,False,False
C00855,2024-01-21,58.0,12.3,basic,0,12,False,False
C00856,2022-12-22,57.0,4.9,basic,2,23,False,False
C00857,2023-11-03,51.0,6.9,free,1,22,False,True
C00858,2023-03-18,70.0,2.6,free,1,34,False,True
C00859,2021-06-15,70.0,16.9,free,0,98,False,True
C00860,2021-10-04,70.0,0.5,pro,1,13,False,False
C00861,2020-07-03,68.0,22.4,pro,1,4,False,False
C00862,2022-12-12,42.0,0.2,basic,0,21,False,False
C00863,2023-06-06,45.0,13.0,pro,0,26,False,False
C00864,2020-09-21,70.0,2.2,free,2,11,False,False
C00865,2021-08-26,19.0,26.2,pro,0,19,False,False
C00866,2020-01-21,58.0,9.3,free,1,0,False,False
C00867,2023-11-13,71.0,10.5,basic,1,25,False,False
C00868,2023-06-21,46.0,5.3,free,1,19,False,False
C00869,2021-06-12,63.0,16.9,free,2,10,False,False
C00870,2024-01-09,36.0,4.0,free,1,49,False,True
C00871,2022-03-01,73.0,9.9,basic,1,17,False,False
C00872,2023-12-23,18.0,49.0,free,0,9,False,False
C00873,2021-08-27,41.0,29.0,free,1,16,False,False
C00874,2021-06-19,50.0,19.8,basic,3,1,False,False
C00875,2021-06-15,31.0,7.0,free,0,15,False,False
C00876,2022-09-20,64.0,43.1,free,0,4,False,False
C00877,2023-03-15,65.0,19.2,free,1,24,False,False
C00878,2021-01-20,43.0,38.0,free,2,3,False,False
C00879,2021-09-09,66.0,11.9,free,0,19,True,True
C00880,2020-08-24,63.0,31.9,free,2,14,False,False
C00881,2023-07-13,18.0,20.7,free,0,23,False,False
C00882,2022-11-10,49.0,4.5,basic,0,19,False,False
C00883,2020-06-01,58.0,48.1,free,2,9,False,False
C00884,2020-12-14,71.0,1.7,pro,1,29,False,False
C00885,2023-08-02,42.0,25.6,free,1,4,False,False
C00886,2021-01-14,19.0,6.9,basic,2,28,False,False
C00887,2020-03-08,42.0,7.6,pro,1,15,False,False
C00888,2023-08-17,59.0,5.6,free,0,12,False,False
C00889,2021-07-21,22.0,7.1,free,0,27,False,False
C00890,2023-08-08,32.0,8.7,basic,0,26,False,False
C00891,2021-05-26,58.0,4.3,basic,2,29,False,False
C00892,2022-05-30,66.0,6.4,free,1,5,False,False
C00893,2023-09-19,41.0,32.2,basic,1,22,False,False
C00894,2023-08-08,35.0,21.1,pro,1,16,False,False
C00895,2023-02-06,53.0,19.7,free,1,146,True,True
C00896,2020-03-15,33.0,15.1,pro,1,13,False,False
C00897,2021-10-15,52.0,21.8,free,2,5,False,False
C00898,2020-12-22,38.0,13.6,basic,0,11,False,False
C00899,2020-07-18,63.0,1.1,basic,0,61,False,True
C00900,2020-04-06,43.0,0.7,pro,1,18,False,False
C00901,2021-03-25,37.0,5.8,basic,1,4,False,False
C00902,2021-04-27,27.0,48.0,free,1,15,False,False
C00903,2024-01-16,,2.4,free,1,12,False,False
C00904,2024-01-22,66.0,6.0,free,2,13,False,False
C00905,2022-09-03,,33.9,basic,1,1,False,False
C00906,2023-06-16,18.0,39.7,free,0,12,False,False
C00907,2022-09-28,39.0,48.8,basic,1,28,False,False
C00908,2020-02-24,22.0,32.8,pro,2,24,False,False
C00909,2023-04-23,71.0,10.6,basic,0,15,False,False
C00910,2020-01-25,30.0,6.2,free,0,5,False,False
C00911,2020-11-24,57.0,1.0,free,1,155,True,True
C00912,2022-07-11,60.0,14.6,basic,0,14,False,False
C00913,2020-10-11,33.0,31.6,free,0,27,False,False
C00914,2022-01-05,31.0,12.4,pro,2,25,False,False
C00915,2023-12-10,26.0,4.5,free,0,24,False,False
C00916,2022-09-11,29.0,4.2,free,2,8,False,False
C00917,2020-11-11,54.0,13.3,free,1,7,False,False
C00918,2021-02-05,21.0,17.3,free,1,10,False,False
C00919,2021-04-26,40.0,11.7,basic,0,29,False,False
C00920,2023-07-26,19.0,52.6,basic,1,9,False,False
C00921,2021-09-28,55.0,1.0,pro,2,25,False,False
C00922,2021-12-23,44.0,0.9,pro,0,12,False,False
C00923,2023-10-29,58.0,7.6,basic,0,9,False,False
C00924,2021-03-03,47.0,27.8,pro,2,19,False,False
C00925,2022-09-01,65.0,7.8,free,2,15,False,False
C00926,2022-11-14,27.0,3.5,pro,1,97,True,True
C00927,2022-01-25,67.0,21.9,pro,1,8,False,False
C00928,2023-07-22,24.0,3.0,basic,0,28,False,False
C00929,2022-10-07,26.0,11.8,pro,1,1,False,False
C00930,2021-06-21,66.0,16.5,basic,0,19,False,False
C00931,2020-06-15,31.0,3.1,free,3,12,False,False
C00932,2020-11-16,20.0,13.9,free,0,9,False,False
C00933,2023-05-01,52.0,6.0,pro,0,17,False,False
C00934,2020-02-20,25.0,9.0,pro,0,9,False,False
C00935,2020-10-18,25.0,4.1,basic,1,18,False,False
C00936,2021-04-10,27.0,15.5,free,1,11,False,False
C00937,2020-11-18,74.0,44.6,free,2,25,False,True
C00938,2023-08-26,27.0,29.0,free,1,17,False,False
C00939,2022-09-16,23.0,9.5,free,2,18,False,False
C00940,2023-06-17,55.0,31.5,basic,2,25,False,False
C00941,2022-10-07,55.0,25.3,free,1,10,False,False
C00942,2022-08-23,55.0,5.3,pro,3,1,False,False
C00943,2020-07-28,,5.8,free,0,27,False,False
C00944,2021-11-04,42.0,2.9,free,1,174,True,True
C00945,2021-04-01,32.0,57.4,basic,1,19,False,False
C00946,2021-09-19,74.0,7.1,basic,2,21,False,False
C00947,2020-12-11,66.0,2.8,free,0,155,True,True
